"name","dates","confirmed","recovered","dead","old","lock","pass","warn","stop"
"Санкт-Петербург",2020-03-02,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-03,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-04,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-05,1,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-06,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-07,1,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-08,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-09,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-10,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-11,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-12,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-13,3,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-14,1,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-15,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-16,3,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-17,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-18,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-19,1,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-20,4,2,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-21,2,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-22,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-23,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-24,5,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-25,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-26,5,3,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-27,0,0,0,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-28,11,0,1,NA,NA,NA,NA,NA
"Санкт-Петербург",2020-03-29,5,0,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-03-30,8,0,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-03-31,48,2,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-01,27,7,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-02,22,4,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-03,9,2,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-04,15,4,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-05,20,4,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-06,35,4,4,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-07,69,4,4,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-08,34,7,3,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-09,44,10,2,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-10,35,6,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-11,80,15,6,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-12,69,0,5,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-13,121,4,5,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-14,121,85,9,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-15,130,7,5,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-16,154,0,11,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-17,424,22,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-18,139,40,2,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-19,114,13,4,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-20,86,8,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-21,127,32,2,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-22,294,42,3,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-23,191,41,4,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-24,253,43,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-25,215,49,3,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-26,151,29,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-27,161,29,2,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-28,198,26,2,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-29,290,164,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-04-30,336,71,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-01,349,0,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-02,323,98,2,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-03,295,184,2,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-04,317,136,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-05,226,271,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-06,312,64,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-07,306,20,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-08,375,45,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-09,425,65,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-10,414,12,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-11,307,7,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-12,339,103,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-13,435,64,1,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-14,460,51,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-15,541,106,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-16,525,104,7,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-17,451,66,5,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-18,425,34,0,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-19,453,63,5,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-20,455,208,4,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-21,408,181,5,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-22,389,198,3,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-23,363,265,7,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-24,384,328,20,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-25,374,138,5,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-26,363,154,12,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-27,387,714,10,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-28,383,325,9,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-29,369,330,11,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-30,365,260,212,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-05-31,369,307,13,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-06-01,364,68,9,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-06-02,376,260,10,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-06-03,380,323,18,TRUE,NA,NA,NA,NA
"Санкт-Петербург",2020-06-04,375,364,25,TRUE,NA,NA,NA,NA
"Москва",2020-03-02,0,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-03,1,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-04,0,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-05,0,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-06,5,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-07,0,1,0,NA,NA,NA,NA,NA
"Москва",2020-03-08,0,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-09,3,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-10,0,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-11,6,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-12,4,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-13,5,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-14,9,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-15,0,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-16,20,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-17,3,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-18,30,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-19,12,4,1,NA,NA,NA,NA,NA
"Москва",2020-03-20,33,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-21,6,3,0,NA,NA,NA,NA,NA
"Москва",2020-03-22,54,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-23,71,1,0,NA,NA,NA,NA,NA
"Москва",2020-03-24,28,0,0,NA,NA,NA,NA,NA
"Москва",2020-03-25,120,5,0,TRUE,NA,NA,NA,NA
"Москва",2020-03-26,136,1,2,TRUE,NA,NA,NA,NA
"Москва",2020-03-27,157,3,1,TRUE,NA,NA,NA,NA
"Москва",2020-03-28,114,0,1,TRUE,NA,NA,NA,NA
"Москва",2020-03-29,197,10,2,TRUE,TRUE,NA,NA,NA
"Москва",2020-03-30,212,0,0,TRUE,TRUE,NA,NA,NA
"Москва",2020-03-31,387,42,5,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-01,267,45,5,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-02,595,25,3,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-03,448,28,1,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-04,434,26,7,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-05,536,4,2,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-06,591,8,0,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-07,697,16,2,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-08,660,48,0,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-09,857,43,7,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-10,1124,37,12,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-11,1030,149,8,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-12,1306,188,14,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-13,1355,150,10,TRUE,TRUE,NA,NA,NA
"Москва",2020-04-14,1489,179,13,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-15,1774,189,11,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-16,1370,189,7,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-17,1959,123,14,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-18,2649,162,21,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-19,3570,84,28,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-20,2026,75,28,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-21,3083,219,29,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-22,2548,210,28,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-23,1959,181,27,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-24,2957,287,37,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-25,2612,312,41,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-26,2971,128,38,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-27,2871,349,31,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-28,3075,606,44,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-29,2220,480,67,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-04-30,3093,525,65,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-01,3561,631,969,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-02,5358,608,37,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-03,5948,655,34,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-04,5795,544,35,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-05,5714,297,52,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-06,5858,588,50,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-07,6703,769,39,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-08,5846,1032,51,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-09,5667,2520,54,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-10,5551,1011,58,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-11,6169,4032,56,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-12,5392,1820,55,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-13,4703,1864,53,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-14,4712,1821,58,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-15,4748,1235,68,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-16,3505,1470,74,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-17,3855,1458,71,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-18,3238,1423,77,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-19,3545,2583,71,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-20,2699,5440,75,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-21,2913,3746,68,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-22,2988,2900,73,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-23,3190,3831,67,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-24,2516,2427,59,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-25,2560,3746,41,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-26,2830,8033,76,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-27,2140,5839,73,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-28,2054,3793,71,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-29,2332,3474,76,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-30,2367,3599,78,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-05-31,2595,1855,69,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-06-01,2297,2060,76,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-06-02,2286,6030,71,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-06-03,1842,3385,61,TRUE,TRUE,TRUE,NA,NA
"Москва",2020-06-04,1998,3061,64,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-03-02,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-03,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-04,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-05,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-06,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-07,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-08,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-09,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-10,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-11,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-12,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-13,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-14,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-15,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-16,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-17,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-18,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-19,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-20,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-21,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-22,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-23,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-24,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-25,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-26,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-27,5,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-28,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-29,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-30,0,0,0,NA,NA,NA,NA,NA
"Севастополь",2020-03-31,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-01,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-02,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-03,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-04,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-05,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-06,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-07,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-08,0,2,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-09,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-10,0,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-11,1,0,0,NA,TRUE,NA,NA,NA
"Севастополь",2020-04-12,0,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-13,0,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-14,1,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-15,1,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-16,0,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-17,4,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-18,0,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-19,4,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-20,2,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-21,0,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-22,1,3,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-23,6,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-24,0,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-25,1,1,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-26,5,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-27,3,1,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-28,3,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-29,40,2,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-04-30,1,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-01,7,0,1,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-02,1,1,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-03,3,0,1,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-04,2,1,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-05,7,4,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-06,6,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-07,6,1,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-08,8,2,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-09,1,3,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-10,3,3,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-11,4,0,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-12,3,4,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-13,1,7,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-14,2,21,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-15,3,9,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-16,0,9,0,NA,TRUE,TRUE,NA,NA
"Севастополь",2020-05-17,3,1,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-18,1,0,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-19,4,8,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-20,4,18,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-21,1,4,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-22,1,0,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-23,5,8,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-24,1,1,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-25,2,2,1,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-26,1,3,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-27,2,2,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-28,1,3,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-29,0,1,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-30,0,4,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-05-31,0,2,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-06-01,4,3,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-06-02,3,2,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-06-03,2,3,0,TRUE,TRUE,TRUE,NA,NA
"Севастополь",2020-06-04,1,2,0,TRUE,TRUE,TRUE,NA,NA
"Калининградская область",2020-03-02,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-03,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-04,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-05,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-06,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-07,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-08,1,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-09,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-10,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-11,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-12,1,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-13,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-14,1,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-15,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-16,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-17,2,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-18,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-19,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-20,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-21,2,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-22,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-23,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-24,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-25,1,1,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-26,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-27,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-28,3,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-29,0,0,0,NA,NA,NA,NA,NA
"Калининградская область",2020-03-30,1,1,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-03-31,0,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-01,0,3,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-02,7,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-03,0,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-04,0,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-05,0,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-06,0,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-07,29,3,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-08,1,1,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-09,3,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-10,10,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-11,3,3,1,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-12,5,4,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-13,4,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-14,5,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-15,5,8,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-16,8,2,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-17,12,2,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-18,11,2,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-19,11,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-20,12,5,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-21,6,6,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-22,19,1,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-23,8,3,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-24,18,3,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-25,21,1,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-26,26,10,2,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-27,28,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-28,39,7,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-29,23,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-04-30,32,0,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-01,37,7,2,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-02,43,25,1,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-03,41,16,1,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-04,45,0,4,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-05,42,9,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-06,17,20,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-07,16,11,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-08,38,15,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-09,34,6,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-10,42,13,0,NA,TRUE,NA,NA,NA
"Калининградская область",2020-05-11,40,19,0,TRUE,TRUE,NA,NA,NA
"Калининградская область",2020-05-12,19,9,0,TRUE,TRUE,NA,NA,NA
"Калининградская область",2020-05-13,40,31,1,TRUE,TRUE,NA,NA,NA
"Калининградская область",2020-05-14,36,30,1,TRUE,TRUE,NA,NA,NA
"Калининградская область",2020-05-15,33,46,0,TRUE,TRUE,NA,NA,NA
"Калининградская область",2020-05-16,35,16,2,TRUE,TRUE,NA,NA,NA
"Калининградская область",2020-05-17,36,22,0,TRUE,TRUE,NA,NA,NA
